Tiempo,Amplitud
0.7481691837310791,737.3750480393177
0.8379848003387451,737.5778735491108
0.898888349533081,737.7814027432726
0.9566950798034668,737.9292941519536
1.0175702571868896,737.9777630595452
1.0795936584472656,737.9260726308015
1.1364424228668213,737.8122887730946
1.1982767581939697,737.6950999783695
1.2591145038604736,737.6348480109741
1.3169591426849365,737.6526490339627
1.3788998126983643,737.7278446243404
1.4357216358184814,737.8268909021059
1.4975557327270508,737.9066053796327
1.5584287643432617,737.9092849367134
1.616248369216919,737.8137323481831
1.649160623550415,737.6833906412322
1.706038475036621,737.6055985720399
1.7678680419921875,737.6134077858238
1.8247160911560059,737.6747738118842
1.8865575790405273,737.7276695872804
1.9483931064605713,737.7493142813893
2.0054783821105957,737.7817212285764
2.066315174102783,737.8864345091242
2.12814998626709,738.0755322298148
2.185995101928711,738.2768368676132
2.2468326091766357,738.3859124212864
2.3076705932617188,738.3460822410419
2.3655154705047607,738.1922039538521
2.4268109798431396,738.017107078788
2.4846181869506836,737.89034475013
2.5454258918762207,737.8322868475308
2.607297897338867,737.8196448525935
2.6651554107666016,737.8040035758087
2.7259867191314697,737.7588784548678
2.787168502807617,737.6766218696348
2.8450138568878174,737.5621590401267
2.87792706489563,737.4678359657477
2.9347736835479736,737.4417932310164
2.996609687805176,737.4661538369177
3.0534911155700684,737.5161528413486
3.086427927017212,737.5838838767936
3.1442482471466064,737.6397551083795
3.2050907611846924,737.6720538748904
3.2669200897216797,737.7088065831654
3.3237669467926025,737.7533950914478
3.385601758956909,737.7717653835003
3.4434471130371094,737.7596067625182
3.5042879581451416,737.7406508357531
3.5940442085266113,737.7129136801027
3.6558785438537598,737.667866083274
3.713726758956909,737.5995904671504
3.774570941925049,737.493668364673
3.836195468902588,737.369484337756
3.8930442333221436,737.2943359966689
3.9545280933380127,737.3234122136533
4.012375116348267,737.4509315384222
4.073211908340454,737.6289317066988
4.135047197341919,737.8060830073819
4.19189453125,737.932955528386
4.253729343414307,737.9685392911609
4.315565347671509,737.9117570529623
4.372413158416748,737.7847708521269
4.4344916343688965,737.6176727326832
4.495328187942505,737.4791890647698
4.553175210952759,737.4386097287268
4.614011287689209,737.4905643391373
4.6718621253967285,737.5560291685558
4.732693910598755,737.5568173625928
4.794528484344482,737.489066499584
4.851376295089722,737.4089872776806
4.884288549423218,737.3611104181297
4.942133665084839,737.3543881662591
5.0038158893585205,737.365193402426
5.064570903778076,737.3653066279752
5.122416257858276,737.3630607042755
5.1833014488220215,737.3759398571997
5.240646839141846,737.4169722889311
5.302482843399048,737.5871856349075
5.3920745849609375,738.3692710407811
5.453911066055298,740.6676599132041
5.543686866760254,745.0587268575815
5.6015167236328125,751.1949089632358
5.662353038787842,758.0375300390408
5.7201995849609375,764.3118631336863
5.78203558921814,768.9799127639151
5.842871189117432,771.6356033567871
5.9007203578948975,772.4557178934557
5.963859796524048,771.9198687690305
6.023404359817505,770.6253595131034
6.080251932144165,769.1102585252135
6.142086744308472,767.7293631643221
6.199597597122192,766.6490400645895
6.260469913482666,765.9023122301087
6.322329998016357,765.3354806872113
6.379312992095947,764.3233329428458
6.441147327423096,761.8874622389476
6.502930164337158,757.5928084623187
6.559778690338135,752.1182722760396
6.621230602264404,746.7791754057898
6.682808876037598,742.7329012170426
6.739987850189209,740.49810049769
6.801398754119873,739.8281129103358
6.8592424392700195,740.0023324551705
6.920079946517944,740.3599108234272
6.981915473937988,740.5504381545006
7.038763523101807,740.4683253648625
7.100597381591797,740.1640109275422
7.161462306976318,739.7456192359673
7.2193074226379395,739.289377396593
7.280428171157837,738.8269530312017
7.338273525238037,738.3800765104702
7.399109125137329,738.1105955748286
7.460944414138794,738.4981508071631
7.518452882766724,739.8669036363026
7.579641819000244,741.7800530153509
7.640738010406494,743.6826423167718
7.698530197143555,745.2192120591059
7.760365962982178,745.742260469162
7.81721043586731,745.2352071628638
7.87879490852356,744.3466212753473
7.9406163692474365,742.8273790203335
7.997438192367554,740.5015817727674
8.059272766113281,738.5518229473506
8.119980573654175,738.0549742286357
8.177876949310303,739.2945281702537
8.2387056350708,742.0455640111686
8.30051326751709,744.7357464400791
8.358397722244263,745.5100835490871
8.419163465499878,744.8565658497706
8.477108240127563,744.5036232585724
8.538526058197021,744.7890284066583
8.599375009536743,745.4563464934794
8.656541109085083,746.5302679300797
8.71836543083191,747.2561163749859
8.779840469360352,746.9711493525417
8.837690114974976,746.5994920188975
8.898564577102661,747.0152279128491
8.956372499465942,747.6545318406896
9.017271518707275,748.2226696312638
9.079143524169922,749.0425977697719
9.136041641235352,749.6433469653999
9.168919324874878,749.7282432745483
9.226746559143066,749.8868503649044
9.289614915847778,750.0435909906519
9.349441528320312,749.3559804417943
9.406599521636963,747.6170505962341
9.468440532684326,745.4889601490726
9.525287389755249,743.9723464059072
9.587133169174194,743.948013941295
9.647959232330322,745.1574537660406
9.705805778503418,746.4167333049838
9.76664137840271,747.3466704893063
9.829070568084717,747.997100376682
9.885905027389526,748.1263649064387
9.918818473815918,748.379781612597
9.975665807723999,749.4743453774242
10.037821531295776,750.6070496336953
10.094668626785278,751.1503556312073
10.156504392623901,751.4929267202652
10.217345476150513,751.4537702490758
10.275185346603394,750.9380698557629
10.33602237701416,750.5839698112388
10.39785647392273,750.3041252070611
10.454704999923706,749.8702506300472
10.516575813293457,749.7641610993137
10.574385404586792,749.8918177122923
10.635223388671875,750.0364495755006
10.697062492370605,750.7298027670615
10.753906488418579,751.7472259279391
10.815738916397095,752.3156493982941
10.87660264968872,752.7290952477749
10.934427499771118,753.0855765301603
10.996276378631592,752.5797154856261
11.053104877471924,751.4306072443466
